2025-05-14 05:54:35,852 - Spot Price: 24714.35, Supertrend: Green, Above EMA
2025-05-14 05:55:07,614 - Spot Price: 24716.8, Supertrend: Green, Above EMA
2025-05-14 05:55:38,765 - Spot Price: 24716.95, Supertrend: Green, Above EMA
2025-05-14 05:56:09,689 - Spot Price: 24716.15, Supertrend: Green, Above EMA
2025-05-14 05:56:40,653 - Spot Price: 24717.5, Supertrend: Green, Above EMA
2025-05-14 05:57:12,400 - Spot Price: 24717.0, Supertrend: Green, Above EMA
2025-05-14 05:57:43,881 - Spot Price: 24711.45, Supertrend: Green, Above EMA
2025-05-14 05:58:14,843 - Spot Price: 24709.9, Supertrend: Green, Above EMA
2025-05-14 05:58:45,795 - Spot Price: 24711.35, Supertrend: Green, Above EMA
2025-05-14 05:59:16,860 - Spot Price: 24722.05, Supertrend: Green, Above EMA
2025-05-14 05:59:47,931 - Spot Price: 24719.75, Supertrend: Green, Above EMA
2025-05-14 06:00:18,993 - Spot Price: 24712.9, Supertrend: Green, Above EMA
2025-05-14 06:00:49,942 - Spot Price: 24711.75, Supertrend: Green, Above EMA
2025-05-14 06:01:20,912 - Spot Price: 24711.55, Supertrend: Green, Above EMA
2025-05-14 06:01:51,959 - Spot Price: 24714.25, Supertrend: Green, Above EMA
2025-05-14 06:02:22,966 - Spot Price: 24717.15, Supertrend: Green, Above EMA
2025-05-14 06:02:53,898 - Spot Price: 24716.95, Supertrend: Green, Above EMA
2025-05-14 06:03:25,502 - Spot Price: 24720.4, Supertrend: Green, Above EMA
2025-05-14 06:03:56,529 - Spot Price: 24718.7, Supertrend: Green, Above EMA
2025-05-14 06:04:27,490 - Spot Price: 24712.4, Supertrend: Green, Above EMA
2025-05-14 06:04:58,565 - Spot Price: 24710.5, Supertrend: Green, Above EMA
2025-05-14 06:05:29,530 - Spot Price: 24711.85, Supertrend: Green, Above EMA
2025-05-14 06:06:00,529 - Spot Price: 24709.0, Supertrend: Green, Above EMA
2025-05-14 06:06:31,526 - Spot Price: 24711.75, Supertrend: Green, Above EMA
2025-05-14 06:07:02,679 - Spot Price: 24711.75, Supertrend: Green, Above EMA
2025-05-14 06:07:33,684 - Spot Price: 24709.5, Supertrend: Green, Above EMA
2025-05-14 06:08:04,765 - Spot Price: 24710.1, Supertrend: Green, Above EMA
2025-05-14 06:08:35,782 - Spot Price: 24709.9, Supertrend: Green, Above EMA
2025-05-14 06:09:06,805 - Spot Price: 24710.3, Supertrend: Green, Above EMA
2025-05-14 06:09:37,825 - Spot Price: 24704.65, Supertrend: Green, Below EMA
2025-05-14 06:10:09,280 - Spot Price: 24699.65, Supertrend: Green, Below EMA
